Name,Team Name,Price,Minutes,Appearances,Shots,On Target,Shots in Box,Big Chances,Expected Goals,Goals,%%xGI,%%GI,xGI,Goal Involvement,Key Passes,Big Chances Created,Expected Assists,Assists,Expected Points,BPS,Bonus Points,Points,Shots Outside Box,Headed Shots,NPxG,Goals In Box,Goals from Outside Box,Headed Goals,Final 3rd Passes,Final 3rd Successesful Passes,%% Final 3rd Successful,Total Crosses,Successful Crosses,%% Successful Crosses,Total Passes,Successful Passes,%% Successful Passes,Opposition Half Passes,Successful Opposition Half Passes,%% Successful Opposition Half Passes,Total Throughballs,Accurate Throughballs,Total Touches,Touches in Box,Entries into Final 3rd,Entries into Box,Fouled in Final 3rd,Fouled in Box,Total Corners,Corners into Box,Total Indirect FK,Accurate Indirect FK,Total Direct FK,Goals Direct FK,Total Penalties,Penalty Goals,Cleansheet,Goals Conceded,Total Tackles,Tackles Won,%% Accurate Tackles,Recovery,Clearances,Blocks,Interceptions,CBI,Shots Conceded,Shots Conceded In Box,Shots Conceded OT,SP,Headed Shots Conceded,BC Conceded,xGC,xCS,Saves,Yellow Card,Red Card,Threat,Creativity,Influence,xAtt,bBPS,aPts
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,75,1.5,8.5,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,2,2,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),WHU,5.4,73,2 (0),0,0,0,0,0,0,0.06,0,0.1,0,1.5,0,0.06,0,1.87,13.5,0,1,0,1,0.01,0,0,0,2,0,0,1,0,0,25,19,76,9,3,33,0,0,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Fredericks (D),WHU,4.4,33,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3,0,1,0,0,0,0,0,0,4,3,75,2,0,0,8,7,88,7,4,57,0,0,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,9,7,0,2,1,1.65,0.17,0,0,0,2,0.9,1.8,0.04,3,0
Diop (D),WHU,4.2,3,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,9,7,0,2,1,1.65,0.17,0,0,0,0,0,2,0,3,0
Evans (D),LEI,5.4,26,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,3,0,1,0,0,0,0,0,0,1,1,100,0,0,0,16,11,69,3,2,67,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,50,1,0,0,0,0,15,11,6,0,6,2,1.88,0.13,0,0,0,0,0,4.6,0,3,0
Pereira (D),LEI,5.2,61,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,13,0,1,0,0,0,0,0,0,5,5,100,1,0,0,41,38,93,14,13,93,0,0,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,2,21,16,8,3,3,3,2.87,0.04,0,0,0,2,1.9,5.6,0.04,13,-1
Aarons (D),NOR,4.3,88,1 (0),1,0,0,0,0.02,0,0.05,0,0.1,0,1,0,0.05,0,0.64,10,0,1,1,0,0.02,0,0,0,13,8,62,0,0,0,45,30,67,21,15,71,1,1,82,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,100,6,2,1,1,4,13,10,7,0,2,5,2.75,0.04,0,1,0,8,15.5,13.8,0.25,10,0
Chambers (D),AVL,4.2,90,1 (0),1,0,1,0,0.04,0,0.05,0,0.1,0,0,0,0.04,0,3.06,12,0,1,0,0,0.04,0,0,0,4,2,50,0,0,0,64,53,83,10,6,60,0,0,72,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,10,2,0,1,3,11,7,4,0,3,2,1.39,0.21,0,0,0,20,0.2,9.8,0.38,12,-1
Digne (D),AVL,5.1,10,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,3,2,1.39,0.21,0,0,0,0,0,0,0,3,0
Williams (D),NOR,3.9,90,1 (0),0,0,0,0,0.02,0,0.08,0,0.1,0,2,0,0.09,0,1.81,14,0,1,0,0,0.02,0,0,0,11,7,64,1,1,100,49,37,76,24,17,71,1,1,71,5,7,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2,0,1,3,13,10,7,0,2,5,2.75,0.04,0,0,0,10,28.8,15.6,0.39,14,-1
Lamptey (D),BHA,4.5,51,2 (1),0.5,0,0,0,0,0,0.03,0,0,0,0.5,0,0.02,0,0.99,7,0,1,0.5,0,0,0,0,0,7.5,6,80,2.5,0.5,20,20,17.5,88,14,10.5,75,0,0,40,0,1,2.5,0.5,0,0,0,0,0,0,0,0,0,0,1,2,1,50,3,1.5,0,0.5,2,17.5,12.5,8,0.5,2,3.5,2.64,0.06,0,0,0,0.5,8.8,8.3,0.06,7,-0.5
Thomas (D),LEI,4.3,90,1 (0),0,0,0,0,0.01,0,0.02,0,0,0,0,0,0.01,0,1.4,9,0,1,0,0,0.01,0,0,0,18,13,72,2,0,0,68,57,84,34,25,74,0,0,101,2,12,2,0,0,0,0,0,0,0,0,0,0,0,2,5,2,40,2,2,1,2,5,21,16,8,3,3,3,2.87,0.04,0,0,0,4,2.7,24.8,0.08,9,-1
Struijk (D),LEE,4.3,90,2 (0),1.5,1,1.5,1,0.47,0,0.19,0,0.5,0,0,0,0.06,0,5,11,0,1,0,1,0.47,0,0,0,2,0,0,0,0,0,51.5,44.5,86,10.5,7,67,0,0,65.5,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,2.5,63,7,2.5,1.5,1,5,13,6.5,6,2,1,2,1.64,0.18,0,0.5,0,30.5,0.45,24.9,3.03,11,-0.5
Salisu (D),SOU,4.5,90,1 (0),4,2,4,1,0.63,0,0.4,0,0.7,0,0,0,0.1,0,6.28,3,0,1,0,4,0.63,0,0,0,16,14,88,0,0,0,84,70,83,34,29,85,0,0,104,4,13,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,3,0,2,5,9,6,5,0,0,3,1.77,0.14,0,0,0,45,3.2,12.2,4.06,3,-1
Gibson (D),NOR,4.4,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,12,0,1,0,0,0,0,0,0,6,3,50,0,0,0,48,37,77,13,5,38,0,0,59,1,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,0,1,7,13,10,7,0,2,5,2.75,0.04,0,0,0,2,0.1,12.2,0.04,12,-1
Dalot (D),MUN,4.3,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,15,0,1,0,0,0,0,0,0,12,11,92,0,0,0,51,43,84,28,25,89,0,0,64,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,8,1,1,0,2,10,7,3,0,1,2,1.61,0.17,0,0,0,0,3,14,0,15,-1
Koch (D),LEE,4.3,40,2 (2),0,0,0,0,0,0,0.01,0,0,0,0.5,0,0.02,0,1.38,6.5,0,1,0,0,0,0,0,0,4,3.5,88,0,0,0,18.5,15.5,84,9,7.5,83,0,0,27,0,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,2,1.5,75,3.5,1.5,0.5,0.5,2.5,13,6.5,6,2,1,2,1.64,0.18,0,0,0,0,5.6,10.4,0.05,6.5,0
Roerslev (D),BRE,4.1,24,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3,0,1,0,0,0,0,0,0,7,6,86,1,0,0,14,13,93,9,7,78,0,0,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,2,1,3,1.57,0.17,0,0,0,0,2.7,1.2,0,3,0
Holding (D),ARS,4.1,4,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,3,0,0.27,0.71,0,0,0,0,0,0,0,3,0
Duffy (D),BHA,4.1,90,1 (0),2,0,2,0,0.06,0,0.26,0,0.2,0,1,0,0.1,0,2.35,15,0,1,0,2,0.06,0,0,0,6,5,83,0,0,0,61,56,92,21,17,81,0,0,74,5,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,1,2,6,17,10,7,0,0,4,2.44,0.07,0,0,0,28,11.7,14,0.64,15,-1
Dunk (D),BHA,4.8,90,2 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,14.5,0,1,0,0,0,0,0,0,7,2.5,36,0,0,0,71,61.5,87,18.5,12.5,68,0,0,77,0.5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.5,100,7,1.5,1.5,0.5,3.5,17.5,12.5,8,0.5,2,3.5,2.64,0.06,0,0,0,1,1.05,17.7,0.02,14.5,-1
Mings (D),AVL,5,90,2 (0),0.5,0,0.5,0,0.02,0,0.07,0,0.1,0,1,0,0.05,0,2.82,10.5,0,1,0,0.5,0.02,0,0,0,4.5,3.5,78,0,0,0,48,42,88,15.5,11.5,74,0,0,59,2,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,4,2,0,1.5,3.5,10.5,5.5,3.5,0.5,1.5,1.5,1.16,0.3,0,0.5,0,6.5,10.75,11.3,0.22,10.5,-0.5
Varane (D),MUN,5.5,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,15,0,1,0,0,0,0,0,0,8,6,75,0,0,0,47,44,94,24,21,88,0,0,53,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,2,3,0,0,3,10,7,3,0,1,2,1.61,0.17,0,0,0,0,1.9,13.6,0,15,-1
Cucurella (D),BHA,5,90,2 (0),0.5,0,0.5,0,0.01,0,0.36,0,0.3,0,1.5,0.5,0.25,0,2.36,16,0,1,0,0,0.01,0,0,0,15,10.5,70,2,0.5,25,49.5,39.5,80,30.5,22.5,74,0,0,77.5,2.5,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.5,100,7,5,0,0,5,17.5,12.5,8,0.5,2,3.5,2.64,0.06,0,0,0,6,19.8,15.3,0.82,16,-1
Roberts (D),BUR,4.4,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,13,0,1,0,0,0,0,0,0,21,10,48,2,0,0,48,28,58,32,13,41,0,0,70,1,17,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,7,4,0,2,6,13,7,4,0,2,2,1.76,0.14,0,0,0,2,1.9,12.4,0.04,13,-1
Emerson Royal (D),TOT,4.6,6,2 (2),0.5,0,0.5,0,0,0,0.02,0,0,0,1,0,0.04,0,3.34,3.5,0,1,0,0.5,0,0,0,0,5,5,100,0,0,0,10,10,100,7,7,100,0,0,15,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0.5,10.5,7.5,0.5,0,3,1,0.56,0.54,0,0,0,3,11.8,3.2,0.16,3.5,0
Söyüncü (D),LEI,4.9,90,2 (0),0.5,0,0.5,0,0,0,0.01,0,0,0,0,0,0,0,1.27,12,0,1,0,0,0,0,0,0,6.5,3.5,54,0,0,0,70.5,62,88,22.5,17,76,0,0,81.5,0.5,6,0.5,0,0,0,0,0,0,0,0,0,0,0,1.5,1,1,100,4.5,3,2.5,1,6.5,18,13.5,7,1.5,4.5,2.5,2.38,0.08,0,0.5,0,2,0.75,23.2,0.04,12,-0.5
Lindelöf (D),MUN,4.8,7,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,3,0,1,0,0,0,0,0,0,1,1,100,0,0,0,3,3,100,1,1,100,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,7,3,0,1,2,1.61,0.17,0,0,0,0,0,0.6,0,3,0
Ait Nouri (D),WOL,4.4,90,1 (0),0,0,0,0,0.02,0,0.04,0,0.1,0,1,0,0.06,0,1.59,8,0,1,0,0,0.02,0,0,0,13,9,69,4,1,25,27,20,74,20,13,65,0,0,57,5,2,3,1,0,1,2,1,0,0,0,0,0,0,3,1,1,100,4,1,0,0,1,15,11,6,1,1,6,2.89,0.04,0,0,0,10,15.9,10.6,0.29,8,-1
Kabak (D),NOR,4.3,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,10,0,1,0,0,0,0,0,0,5,1,20,0,0,0,47,34,72,15,7,47,0,0,59,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,3,3,13,10,7,0,2,5,2.75,0.04,0,0,0,0,0.4,9.8,0,10,-1
Zouma (D),WHU,5.4,90,2 (0),0.5,0.5,0.5,0,0.1,0,0.15,0,0.1,0,0,0,0.04,0,2.88,11,0,0.5,0,0.5,0.1,0,0,0,5.5,5,91,0,0,0,50.5,49,97,18,17.5,97,0,0,58,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.5,4,0,1,5,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,17.5,1.4,11.1,0.71,11,-1.5
Veltman (D),BHA,4.2,84,2 (0),0,0,0,0,0.01,0,0.05,0,0,0,0.5,0,0.02,0,1.12,10.5,0,0.5,0,0,0.01,0,0,0,8,6,75,1.5,0.5,33,46.5,40,86,22.5,18,80,0,0,59.5,2,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0.5,33,4,1.5,0.5,1,3,17.5,12.5,8,0.5,2,3.5,2.64,0.06,0,0.5,0,4,9.05,12.4,0.12,10.5,-1
Bednarek (D),SOU,4.4,90,1 (0),1,0,1,0,0.04,0,0.04,0,0.1,0,0,0,0.04,0,1.54,9,0,0,0,1,0.04,0,0,0,9,4,44,0,0,0,71,51,72,30,20,67,0,0,91,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,3,1,3,7,9,6,5,0,0,3,1.77,0.14,0,1,0,18,1.6,16.6,0.34,9,-1
Boly (D),WOL,4.9,90,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,12,0,0,0,0,0,0,0,0,8,2,25,0,0,0,60,45,75,23,10,43,0,0,71,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,100,13,4,0,1,5,15,11,6,1,1,6,2.89,0.04,0,1,0,0,0.8,16.2,0,12,-1
Masuaku (D),WHU,4.4,56,1 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,4,4,100,3,1,33,23,21,91,15,12,80,0,0,37,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,3,17,11,4,2,2,4,2.03,0.11,0,0,0,0,5.9,5.8,0,0,-1
Tarkowski (D),BUR,4.9,90,1 (0),0,0,0,0,0.01,0,0.06,0,0.1,0,1,0,0.04,0,1.4,12,0,0,0,0,0.01,0,0,0,12,3,25,0,0,0,51,34,67,27,14,52,0,0,70,2,9,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,33,13,9,5,0,14,13,7,4,0,2,2,1.76,0.14,0,1,0,4,10.4,43.8,0.18,12,-1
Cresswell (D),LEE,4,45,1 (1),1,0,1,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.03,2,0,0,0,0,0,0,0,0,23.5,18.5,79,3,0.5,17,63,54.5,87,38.5,30,78,0,0,75,1.5,8.5,3,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),LEE,4,45,1 (1),1,0,1,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.03,2,0,0,0,0,0,0,0,0,23.5,18.5,79,3,0.5,17,63,54.5,87,38.5,30,78,0,0,75,1.5,8.5,3,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,14,8,8,3,2,2,1.92,0.12,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),LEE,4,45,1 (1),1,0,1,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.03,2,0,0,0,0,0,0,0,0,23.5,18.5,79,3,0.5,17,63,54.5,87,38.5,30,78,0,0,75,1.5,8.5,3,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,1,0,4,0.2,9.2,0.08,2,0
Cresswell (D),LEE,4,45,1 (1),1,0,1,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.03,2,0,0,0,0,0,0,0,0,23.5,18.5,79,3,0.5,17,63,54.5,87,38.5,30,78,0,0,75,1.5,8.5,3,0,0,2,2,0,0,0,0,0,0,0,1.5,0,0,0,2,1,1,0.5,2.5,15,10,5.5,1,2,2.5,1.84,0.14,0,0,0,3,22.1,17,0.21,13.5,-0.5
Cresswell (D),LEE,4,45,1 (1),1,0,1,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.03,2,0,0,0,0,0,0,0,0,23.5,18.5,79,3,0.5,17,63,54.5,87,38.5,30,78,0,0,75,1.5,8.5,3,0,0,2,2,0,0,0,0,0,0,0,1,3,2,67,4,3,0,1,4,14,8,8,3,2,2,1.92,0.12,0,1,0,4,0.2,9.2,0.08,2,0
