Name,Price,Appearances,Minutes,%%xGI,%%GI,xGI,Goal Involvement,Shots,On Target,Shots in Box,Shots Outside Box,Big Chances,Headed Shots,NPxG,Expected Goals,Goals,Goals In Box,Goals from Outside Box,Headed Goals,Final 3rd Passes,Final 3rd Successesful Passes,%% Final 3rd Successful,Total Crosses,Successful Crosses,%% Successful Crosses,Total Corners,Total Indirect FK,Key Passes,Big Chances Created,Expected Assists,Assists,Saves,Yellow Card,Red Card,Cleansheet,Threat,Creativity,Influence,xAtt,Expected Points,bBPS,BPS,Bonus Points,Points,Goals Conceded,Total Tackles,Tackles Won,%% Accurate Tackles,Recovery,Clearances,Blocks,Interceptions,CBI,Shots Conceded,Shots Conceded In Box,Shots Conceded OT,SP,Headed Shots Conceded,BC Conceded,xGC,Total Passes,Successful Passes,%% Successful Passes,Opposition Half Passes,Successful Opposition Half Passes,%% Successful Opposition Half Passes,Remove1,Remove2,Remove3,Total Throughballs,Accurate Throughballs,Remove4,Remove5,Remove6,Remove7,Total Touches,Touches in Box,Entries into Final 3rd,Entries into Box,Fouled in Final 3rd,Fouled in Box,Corners into Box,Accurate Indirect FK,Total Direct FK,Goals Direct FK,Total Penalties,Penalty Goals,3GW
De Bruyne (M) MCI,12.00,8.00,77.50,0.26,0.38,0.90,11.00,2.38,0.50,1.50,0.88,0.38,0.12,0.22,0.22,0.25,0.25,0.00,0.00,23.88,18.50,77.00,8.38,2.38,28.00,5.00,0.38,3.88,1.25,0.65,1.12,0.00,0.00,0.00,0.50,23.38,56.09,38.10,3.00,5.80,17.12,31.75,1.25,8.25,0.50,1.00,0.75,75.00,4.00,0.62,0.12,0.50,1.25,6.88,5.38,3.88,0.88,1.88,1.88,1.27,46.25,38.62,84.00,42.88,30.00,70.00,23.88,18.50,77.00,0.75,0.38,7.00,1.00,4.00,1.38,67.88,5.12,5.38,10.38,0.38,0.00,3.50,0.00,0.12,0.00,0.00,0.00,3.33
Salah (M) LIV,12.90,17.00,82.29,0.47,0.41,0.90,15.00,3.53,1.59,2.41,1.12,0.82,0.18,0.55,0.55,0.59,0.59,0.00,0.00,16.88,12.24,73.00,1.88,0.59,31.00,1.24,0.24,2.12,0.53,0.39,0.29,0.00,0.00,0.00,0.59,56.71,29.22,32.49,3.90,6.80,6.76,20.00,0.29,6.65,0.35,0.53,0.24,45.00,3.18,0.12,0.00,0.18,0.29,8.12,4.65,2.59,0.24,1.00,1.12,0.87,26.06,19.88,76.00,24.59,17.65,72.00,16.88,12.24,73.00,0.41,0.29,16.00,1.00,6.00,2.12,44.29,7.53,1.53,4.35,0.59,0.06,1.06,0.00,0.06,0.00,0.00,0.00,12.00
Salah (M) LIV,12.90,15.00,81.27,0.49,0.40,1.00,12.00,3.53,1.60,2.47,1.07,0.80,0.20,0.55,0.55,0.47,0.47,0.00,0.00,15.67,11.13,71.00,1.93,0.53,27.00,1.20,0.27,2.07,0.60,0.42,0.33,0.00,0.00,0.00,0.60,56.80,28.29,29.04,4.00,6.80,6.33,17.73,0.13,6.00,0.33,0.53,0.27,51.00,3.27,0.13,0.00,0.20,0.33,8.27,5.00,2.67,0.20,1.13,1.20,0.91,24.67,18.53,75.00,23.27,16.33,70.00,15.67,11.13,71.00,0.47,0.33,14.00,1.00,6.00,2.00,42.40,7.47,1.60,4.27,0.60,0.07,1.07,0.00,0.07,0.00,0.00,0.00,11.67
Salah (M) LIV,12.90,10.00,87.30,0.53,0.52,1.10,12.00,3.80,1.70,2.80,1.00,0.90,0.00,0.40,0.71,0.90,0.90,0.00,0.00,20.90,16.00,77.00,0.40,0.10,25.00,0.00,0.00,2.30,0.50,0.39,0.30,0.00,0.00,0.00,0.30,58.20,31.62,42.12,4.70,7.60,8.50,27.40,1.00,8.70,1.60,0.60,0.40,67.00,2.50,0.20,0.00,0.00,0.20,8.80,5.90,3.80,0.20,1.20,2.10,1.45,37.40,31.40,84.00,30.80,24.80,81.00,20.90,16.00,77.00,0.80,0.30,10.00,0.00,2.00,1.70,56.00,8.90,2.80,3.90,0.30,0.10,0.00,0.00,0.10,0.00,0.40,0.40,10.33
Salah (M) LIV,12.90,18.00,85.06,0.41,0.36,0.90,15.00,3.67,1.72,3.00,0.67,0.89,0.22,0.53,0.61,0.56,0.56,0.00,0.06,17.78,12.50,70.00,1.33,0.39,29.00,1.17,0.00,1.78,0.33,0.30,0.28,0.00,0.00,0.00,0.56,59.00,24.29,30.34,4.00,6.90,6.61,19.11,0.83,7.00,0.44,0.44,0.17,39.00,2.33,0.00,0.06,0.17,0.22,9.06,5.61,2.39,0.33,1.33,1.33,0.88,27.50,21.06,77.00,24.78,17.83,72.00,17.78,12.50,70.00,0.28,0.06,18.00,0.00,10.00,1.28,42.44,9.17,1.72,3.56,0.22,0.06,0.78,0.00,0.11,0.00,0.11,0.11,9.75
Salah (M) LIV,12.90,9.00,87.00,0.52,0.53,1.10,10.00,3.89,1.67,3.00,0.89,0.89,0.00,0.38,0.72,0.89,0.89,0.00,0.00,21.00,15.89,76.00,0.33,0.00,0.00,0.00,0.00,2.44,0.44,0.38,0.22,0.00,0.00,0.00,0.22,61.44,32.89,40.47,4.80,7.70,7.67,25.67,0.78,8.11,1.78,0.67,0.44,66.00,2.67,0.22,0.00,0.00,0.22,8.78,5.89,3.89,0.22,1.11,2.33,1.54,36.56,30.44,83.00,30.56,24.33,80.00,21.00,15.89,76.00,0.78,0.33,9.00,0.00,2.00,1.67,55.67,9.56,2.78,4.00,0.33,0.11,0.00,0.00,0.00,0.00,0.44,0.44,9.67
Salah (M) LIV,12.90,13.00,86.08,0.50,0.42,0.90,11.00,3.85,1.69,2.69,1.15,0.92,0.23,0.60,0.60,0.54,0.54,0.00,0.00,16.62,11.69,70.00,2.23,0.62,28.00,1.38,0.31,1.85,0.38,0.34,0.31,0.00,0.00,0.00,0.62,60.54,26.12,30.86,4.00,6.90,5.85,18.31,0.15,6.38,0.38,0.62,0.31,50.00,3.46,0.15,0.00,0.23,0.38,8.08,5.00,2.38,0.15,0.92,1.08,0.84,26.54,19.85,75.00,25.23,17.62,70.00,16.62,11.69,70.00,0.31,0.15,13.00,0.00,5.00,2.31,45.54,7.92,1.85,4.69,0.62,0.08,1.23,0.00,0.08,0.00,0.00,0.00,9.33
Salah (M) LIV,12.90,20.00,83.45,0.48,0.44,1.10,21.00,3.40,1.65,2.45,0.95,0.95,0.15,0.55,0.63,0.65,0.65,0.00,0.00,17.80,12.75,72.00,1.80,0.55,31.00,1.15,0.20,2.15,0.60,0.42,0.40,0.00,0.00,0.00,0.60,57.95,29.80,36.24,4.40,7.30,6.45,21.75,0.45,7.45,0.35,0.50,0.25,50.00,2.95,0.10,0.00,0.15,0.25,8.15,4.85,2.65,0.25,1.10,1.10,0.87,27.65,21.10,76.00,25.75,18.45,72.00,17.80,12.75,72.00,0.50,0.35,19.00,1.00,6.00,2.00,46.20,8.05,1.80,4.60,0.60,0.15,1.00,0.00,0.05,0.00,0.10,0.10,9.33
Salah (M) LIV,12.90,21.00,83.76,0.48,0.43,1.00,21.00,3.29,1.62,2.38,0.90,0.90,0.14,0.53,0.60,0.62,0.62,0.00,0.00,17.29,12.43,72.00,1.71,0.52,30.00,1.10,0.19,2.10,0.62,0.43,0.38,0.00,0.00,0.00,0.57,56.29,29.18,34.82,4.30,7.20,6.38,20.95,0.43,7.19,0.43,0.48,0.24,50.00,2.90,0.10,0.00,0.19,0.29,8.19,4.90,2.71,0.24,1.05,1.14,0.89,27.29,20.76,76.00,25.10,17.95,72.00,17.29,12.43,72.00,0.52,0.38,20.00,1.00,6.00,1.95,45.57,7.86,1.71,4.43,0.57,0.14,0.95,0.00,0.05,0.00,0.10,0.10,9.33
Salah (M) LIV,12.90,8.00,89.88,0.53,0.50,1.20,9.00,4.25,1.88,3.25,1.00,1.00,0.00,0.43,0.81,1.00,1.00,0.00,0.00,22.25,17.00,76.00,0.38,0.00,0.00,0.00,0.00,2.62,0.50,0.43,0.12,0.00,0.00,0.00,0.12,68.62,35.20,43.60,5.30,8.30,8.38,27.50,0.88,8.38,2.00,0.75,0.50,67.00,2.75,0.25,0.00,0.00,0.25,8.50,5.75,4.00,0.25,1.12,2.25,1.50,38.50,32.12,83.00,32.12,25.62,80.00,22.25,17.00,76.00,0.88,0.38,8.00,0.00,1.00,1.88,59.12,10.62,2.88,4.50,0.38,0.12,0.00,0.00,0.00,0.00,0.50,0.50,9.33
Salah (M) LIV,12.90,14.00,85.29,0.49,0.41,0.90,11.00,3.64,1.57,2.50,1.14,0.86,0.21,0.56,0.56,0.50,0.50,0.00,0.00,16.36,11.57,71.00,2.07,0.57,28.00,1.29,0.29,2.00,0.50,0.38,0.29,0.00,0.00,0.00,0.64,56.86,27.79,29.09,3.90,6.80,6.43,18.00,0.14,6.14,0.36,0.57,0.29,51.00,3.43,0.14,0.00,0.21,0.36,8.14,5.00,2.43,0.21,1.07,1.14,0.86,25.86,19.36,75.00,24.43,17.07,70.00,16.36,11.57,71.00,0.43,0.29,14.00,0.00,6.00,2.14,44.43,7.64,1.71,4.50,0.64,0.07,1.14,0.00,0.07,0.00,0.00,0.00,9.00
Salah (M) LIV,12.90,19.00,85.32,0.42,0.36,0.90,16.00,3.68,1.68,3.05,0.63,0.95,0.21,0.54,0.62,0.58,0.58,0.00,0.05,17.47,12.26,70.00,1.47,0.37,25.00,1.11,0.00,1.84,0.37,0.32,0.26,0.00,0.05,0.00,0.58,58.79,24.74,31.08,4.10,6.90,6.53,19.32,0.79,7.00,0.42,0.53,0.16,30.00,2.53,0.05,0.05,0.32,0.42,9.05,5.53,2.47,0.32,1.26,1.37,0.90,27.32,21.00,77.00,24.63,17.63,72.00,17.47,12.26,70.00,0.26,0.05,19.00,0.00,10.00,1.26,43.00,9.21,1.79,3.53,0.32,0.05,0.74,0.00,0.11,0.00,0.11,0.11,8.75
Salah (M) LIV,12.90,7.00,83.43,0.47,0.33,1.00,5.00,4.14,1.71,2.86,1.29,1.14,0.29,0.67,0.67,0.43,0.43,0.00,0.00,15.86,10.71,68.00,1.86,0.57,31.00,1.43,0.14,2.43,0.29,0.33,0.29,0.00,0.00,0.00,0.57,64.57,30.77,27.37,4.40,7.30,5.43,15.71,0.00,5.57,0.43,0.86,0.43,50.00,3.71,0.00,0.00,0.29,0.29,8.43,5.29,2.71,0.29,1.14,1.00,0.85,25.29,18.71,74.00,23.29,16.00,69.00,15.86,10.71,68.00,0.14,0.00,7.00,0.00,3.00,2.57,43.14,8.43,1.29,4.43,0.57,0.14,1.14,0.00,0.14,0.00,0.00,0.00,8.67
Salah (M) LIV,12.90,16.00,81.81,0.51,0.44,1.00,15.00,3.56,1.69,2.56,1.00,0.88,0.19,0.58,0.58,0.62,0.62,0.00,0.00,16.62,12.00,72.00,1.81,0.50,28.00,1.19,0.25,2.06,0.56,0.41,0.31,0.00,0.00,0.00,0.62,58.44,28.33,33.91,4.10,7.00,6.94,21.00,0.31,6.94,0.31,0.50,0.25,50.00,3.25,0.12,0.00,0.19,0.31,8.25,4.81,2.62,0.19,1.06,1.12,0.88,26.00,19.75,76.00,24.44,17.44,71.00,16.62,12.00,72.00,0.44,0.31,15.00,1.00,6.00,2.19,43.88,7.62,1.56,4.25,0.56,0.06,1.00,0.00,0.06,0.00,0.00,0.00,8.67
Salah (M) LIV,12.90,18.00,82.72,0.49,0.44,1.00,17.00,3.56,1.67,2.50,1.06,0.89,0.17,0.58,0.58,0.61,0.61,0.00,0.00,17.83,13.00,73.00,1.83,0.56,31.00,1.17,0.22,2.17,0.56,0.41,0.33,0.00,0.00,0.00,0.61,59.28,29.87,34.29,4.20,7.00,6.67,20.67,0.33,6.94,0.33,0.50,0.22,44.00,3.17,0.11,0.00,0.17,0.28,8.28,4.89,2.72,0.22,1.00,1.11,0.89,27.44,21.11,77.00,25.83,18.72,72.00,17.83,13.00,73.00,0.44,0.33,17.00,1.00,6.00,2.22,46.22,7.78,1.72,4.39,0.56,0.06,1.00,0.00,0.06,0.00,0.00,0.00,8.67
Salah (M) LIV,12.90,21.00,85.52,0.43,0.38,1.00,18.00,3.86,1.67,3.10,0.76,0.90,0.24,0.51,0.62,0.57,0.57,0.00,0.05,17.48,12.24,70.00,1.52,0.33,22.00,1.10,0.00,1.81,0.43,0.34,0.29,0.00,0.05,0.00,0.57,59.57,24.63,31.02,4.10,7.00,7.29,20.14,0.86,7.10,0.43,0.48,0.14,29.00,2.62,0.05,0.05,0.29,0.38,9.00,5.62,2.57,0.43,1.38,1.48,0.94,27.86,21.48,77.00,24.95,17.86,72.00,17.48,12.24,70.00,0.33,0.10,21.00,0.00,11.00,1.38,43.57,9.00,1.81,3.52,0.33,0.05,0.76,0.00,0.14,0.00,0.14,0.14,8.67
Salah (M) LIV,12.90,8.00,84.25,0.47,0.33,0.90,5.00,4.00,1.62,2.88,1.12,1.00,0.25,0.61,0.61,0.38,0.38,0.00,0.00,15.25,10.25,67.00,1.75,0.50,29.00,1.25,0.25,2.12,0.25,0.30,0.25,0.00,0.00,0.00,0.62,60.38,27.16,23.95,4.00,6.90,4.88,13.88,0.00,5.25,0.38,0.75,0.38,51.00,3.75,0.12,0.00,0.25,0.38,8.12,5.25,2.62,0.25,1.00,1.00,0.87,24.12,17.75,74.00,22.50,15.38,68.00,15.25,10.25,67.00,0.12,0.00,8.00,0.00,3.00,2.25,41.38,8.12,1.62,4.00,0.62,0.12,1.00,0.00,0.12,0.00,0.00,0.00,8.33
Salah (M) LIV,12.90,9.00,84.89,0.49,0.38,0.90,6.00,4.00,1.67,2.89,1.11,0.89,0.22,0.59,0.59,0.44,0.44,0.00,0.00,16.33,11.00,67.00,1.78,0.56,31.00,1.22,0.22,1.89,0.22,0.28,0.22,0.00,0.00,0.00,0.67,62.11,25.53,26.07,3.80,6.70,5.22,15.22,0.00,5.56,0.33,0.78,0.33,42.00,3.89,0.11,0.00,0.33,0.44,8.67,5.44,2.44,0.22,1.00,0.89,0.82,26.33,19.56,74.00,24.67,17.11,69.00,16.33,11.00,67.00,0.11,0.00,9.00,0.00,3.00,2.22,44.22,8.33,1.78,4.00,0.56,0.11,1.00,0.00,0.11,0.00,0.00,0.00,8.33
Salah (M) LIV,12.90,19.00,83.11,0.49,0.44,1.00,19.00,3.42,1.63,2.42,1.00,0.89,0.16,0.55,0.59,0.63,0.63,0.00,0.00,17.95,12.84,72.00,1.89,0.58,31.00,1.21,0.21,2.16,0.58,0.42,0.37,0.00,0.00,0.00,0.63,57.79,29.98,35.23,4.20,7.10,6.58,21.26,0.37,7.21,0.32,0.47,0.21,45.00,3.05,0.11,0.00,0.16,0.26,8.16,4.84,2.68,0.26,1.11,1.11,0.88,27.68,21.11,76.00,25.95,18.53,71.00,17.95,12.84,72.00,0.47,0.32,18.00,1.00,6.00,2.11,46.47,7.79,1.79,4.58,0.58,0.11,1.05,0.00,0.05,0.00,0.05,0.05,8.33
Salah (M) LIV,12.90,11.00,87.00,0.52,0.54,1.10,13.00,3.73,1.73,2.73,1.00,0.91,0.00,0.38,0.73,0.91,0.91,0.00,0.00,20.18,15.18,75.00,0.36,0.09,25.00,0.00,0.00,2.09,0.45,0.36,0.27,0.00,0.00,0.00,0.27,56.18,28.95,41.84,4.70,7.60,8.18,27.00,1.00,8.64,1.55,0.64,0.36,56.00,2.55,0.27,0.00,0.00,0.27,8.91,5.91,3.91,0.27,1.27,2.36,1.53,36.18,30.09,83.00,29.55,23.55,80.00,20.18,15.18,75.00,0.73,0.27,11.00,0.00,3.00,1.64,54.55,8.64,2.91,3.82,0.27,0.09,0.00,0.00,0.09,0.00,0.45,0.45,8.33
Salah (M) LIV,12.90,19.00,82.21,0.45,0.46,0.90,17.00,3.16,1.42,2.32,0.84,0.74,0.21,0.36,0.57,0.68,0.63,0.05,0.05,20.26,15.74,78.00,0.63,0.11,17.00,0.00,0.00,1.68,0.37,0.30,0.21,0.00,0.00,0.00,0.26,48.21,24.51,32.67,3.70,6.50,6.58,20.79,0.68,6.89,1.16,0.68,0.37,54.00,2.37,0.26,0.00,0.00,0.26,7.79,4.95,3.47,0.42,1.16,2.00,1.29,35.79,30.21,84.00,29.79,24.05,81.00,20.26,15.74,78.00,0.47,0.21,17.00,2.00,4.00,1.32,52.16,8.68,2.58,3.53,0.26,0.05,0.00,0.00,0.05,0.00,0.26,0.26,8.00
Salah (M) LIV,12.90,16.00,84.56,0.40,0.33,0.90,13.00,3.75,1.69,3.00,0.75,0.94,0.25,0.54,0.64,0.56,0.56,0.00,0.06,17.00,11.75,69.00,1.50,0.44,29.00,1.31,0.00,1.62,0.25,0.28,0.25,0.00,0.00,0.00,0.50,58.88,22.31,29.80,4.00,6.90,5.56,17.94,0.81,6.88,0.50,0.50,0.19,38.00,2.31,0.00,0.06,0.12,0.19,9.12,5.62,2.31,0.38,1.38,1.38,0.89,26.44,20.12,76.00,24.06,17.00,71.00,17.00,11.75,69.00,0.19,0.00,16.00,0.00,8.00,1.31,42.12,9.00,1.81,3.56,0.25,0.06,0.88,0.00,0.12,0.00,0.12,0.12,7.67
Salah (M) LIV,12.90,17.00,84.82,0.41,0.34,0.90,14.00,3.82,1.82,3.12,0.71,0.94,0.24,0.55,0.64,0.59,0.59,0.00,0.06,17.35,12.06,70.00,1.41,0.41,29.00,1.24,0.00,1.71,0.29,0.29,0.24,0.00,0.00,0.00,0.53,60.71,23.36,30.80,4.10,7.00,6.06,18.76,0.88,7.06,0.47,0.47,0.18,38.00,2.35,0.00,0.06,0.12,0.18,8.76,5.41,2.29,0.35,1.29,1.35,0.87,27.12,20.65,76.00,24.47,17.41,71.00,17.35,12.06,70.00,0.24,0.06,17.00,0.00,9.00,1.24,42.35,8.88,1.82,3.53,0.24,0.06,0.82,0.00,0.12,0.00,0.12,0.12,7.25
Salah (M) LIV,12.90,12.00,87.25,0.52,0.54,1.10,14.00,3.75,1.92,2.75,1.00,0.83,0.00,0.40,0.72,0.92,0.92,0.00,0.00,21.33,15.92,75.00,0.50,0.08,16.00,0.00,0.00,2.00,0.42,0.35,0.25,0.00,0.00,0.00,0.25,57.67,28.14,42.53,4.70,7.60,8.17,26.92,0.92,8.50,1.50,0.75,0.50,67.00,2.58,0.25,0.00,0.00,0.25,8.83,5.83,3.75,0.25,1.25,2.50,1.52,37.42,31.00,83.00,31.08,24.58,79.00,21.33,15.92,75.00,0.67,0.25,12.00,0.00,3.00,1.58,56.08,8.83,2.83,4.00,0.25,0.08,0.00,0.00,0.08,0.00,0.42,0.42,7.00
Salah (M) LIV,12.90,11.00,85.73,0.51,0.43,0.90,9.00,3.91,1.55,2.64,1.27,0.82,0.18,0.55,0.55,0.45,0.45,0.00,0.00,17.36,12.36,71.00,2.55,0.73,29.00,1.64,0.27,2.18,0.45,0.38,0.36,0.00,0.00,0.00,0.55,60.36,29.94,29.07,3.90,6.80,6.27,17.73,0.18,6.09,0.45,0.64,0.27,42.00,4.00,0.18,0.00,0.27,0.45,8.36,5.36,2.45,0.18,1.00,1.00,0.85,28.18,21.55,76.00,27.00,19.00,70.00,17.36,12.36,71.00,0.27,0.18,11.00,0.00,4.00,2.18,47.27,7.91,1.91,5.27,0.45,0.09,1.45,0.00,0.09,0.00,0.00,0.00,6.33
Salah (M) LIV,12.90,22.00,84.00,0.49,0.44,1.10,22.00,3.27,1.64,2.41,0.86,0.95,0.14,0.53,0.63,0.64,0.64,0.00,0.00,17.50,12.64,72.00,1.73,0.50,29.00,1.09,0.18,2.14,0.59,0.42,0.36,0.00,0.00,0.00,0.59,56.09,29.46,35.35,4.40,7.30,6.68,21.41,0.55,7.36,0.41,0.50,0.23,46.00,2.82,0.09,0.00,0.18,0.27,8.14,4.91,2.59,0.27,1.05,1.09,0.86,27.50,20.95,76.00,25.32,18.14,72.00,17.50,12.64,72.00,0.50,0.36,21.00,1.00,7.00,2.00,45.64,7.95,1.91,4.45,0.59,0.18,0.95,0.00,0.05,0.00,0.14,0.14,6.33
Salah (M) LIV,12.90,15.00,84.20,0.39,0.34,0.90,13.00,3.87,1.73,3.13,0.73,0.93,0.27,0.54,0.65,0.60,0.60,0.00,0.07,16.93,11.60,69.00,1.53,0.40,26.00,1.40,0.00,1.53,0.27,0.29,0.27,0.00,0.00,0.00,0.47,60.73,21.23,30.95,4.10,7.00,5.93,19.13,0.87,7.13,0.53,0.47,0.20,43.00,2.27,0.00,0.07,0.13,0.20,9.07,5.73,2.33,0.40,1.40,1.47,0.92,26.60,20.27,76.00,24.20,17.07,71.00,16.93,11.60,69.00,0.20,0.00,15.00,0.00,8.00,1.40,42.27,8.87,1.80,3.53,0.27,0.07,0.93,0.00,0.13,0.00,0.13,0.13,6.33
Salah (M) LIV,12.90,18.00,81.78,0.46,0.50,0.90,17.00,3.28,1.50,2.39,0.89,0.78,0.22,0.38,0.59,0.72,0.67,0.06,0.06,20.22,15.72,78.00,0.61,0.11,18.00,0.00,0.00,1.67,0.33,0.29,0.22,0.00,0.00,0.00,0.28,49.67,24.27,34.21,3.80,6.60,6.28,21.28,0.72,7.17,1.17,0.72,0.39,54.00,2.39,0.28,0.00,0.00,0.28,8.06,5.17,3.56,0.44,1.22,2.11,1.34,35.83,30.33,85.00,29.78,24.11,81.00,20.22,15.72,78.00,0.44,0.17,16.00,2.00,4.00,1.28,52.61,8.61,2.61,3.56,0.28,0.06,0.00,0.00,0.06,0.00,0.28,0.28,6.33
Salah (M) LIV,12.90,10.00,85.40,0.51,0.45,1.00,9.00,4.00,1.70,2.70,1.30,0.90,0.20,0.60,0.60,0.50,0.50,0.00,0.00,17.90,12.60,70.00,2.30,0.60,26.00,1.40,0.30,2.00,0.40,0.35,0.40,0.00,0.00,0.00,0.60,61.50,27.56,30.70,4.00,7.00,5.80,18.40,0.20,6.50,0.40,0.70,0.30,43.00,3.70,0.10,0.00,0.30,0.40,8.00,5.00,2.30,0.20,0.90,0.90,0.78,28.70,21.90,76.00,27.50,19.40,71.00,17.90,12.60,70.00,0.20,0.10,10.00,0.00,3.00,2.00,47.20,7.90,1.90,5.10,0.50,0.10,1.20,0.00,0.10,0.00,0.00,0.00,6.00
Salah (M) LIV,12.90,23.00,85.91,0.44,0.38,1.00,20.00,3.87,1.65,3.17,0.70,0.91,0.22,0.52,0.63,0.61,0.61,0.00,0.04,17.35,12.26,71.00,1.57,0.35,22.00,1.00,0.00,1.87,0.48,0.37,0.26,0.00,0.04,0.00,0.61,62.26,24.98,32.14,4.20,7.10,7.30,20.61,0.91,7.30,0.39,0.52,0.22,42.00,2.65,0.04,0.04,0.30,0.39,9.17,5.74,2.57,0.43,1.39,1.35,0.91,27.26,21.04,77.00,24.57,17.57,72.00,17.35,12.26,71.00,0.30,0.09,23.00,0.00,11.00,1.43,43.61,9.39,1.87,3.57,0.30,0.04,0.70,0.00,0.13,0.00,0.13,0.13,6.00
Salah (M) LIV,12.90,8.00,88.38,0.40,0.35,0.90,7.00,3.25,1.38,2.62,0.62,1.12,0.12,0.55,0.65,0.50,0.50,0.00,0.00,21.38,14.12,66.00,2.25,0.62,28.00,2.62,0.00,2.00,0.25,0.29,0.38,0.00,0.00,0.00,0.38,58.00,26.82,30.08,4.10,7.00,6.38,18.75,0.88,6.88,0.62,0.50,0.25,50.00,3.12,0.00,0.00,0.12,0.12,9.62,6.00,2.38,0.25,1.50,1.50,0.93,31.38,23.25,74.00,29.88,20.38,68.00,21.38,14.12,66.00,0.25,0.00,8.00,0.00,3.00,1.62,48.50,9.38,2.62,5.25,0.38,0.12,1.75,0.00,0.25,0.00,0.12,0.12,5.67
Salah (M) LIV,12.90,14.00,85.21,0.42,0.38,1.00,13.00,3.86,1.86,3.21,0.64,1.00,0.29,0.58,0.69,0.64,0.64,0.00,0.07,17.57,12.29,70.00,1.50,0.36,24.00,1.50,0.00,1.57,0.21,0.27,0.29,0.00,0.00,0.00,0.43,63.29,21.61,33.16,4.30,7.20,6.00,20.14,0.93,7.43,0.57,0.50,0.21,42.00,2.29,0.00,0.07,0.14,0.21,9.50,6.07,2.50,0.43,1.50,1.57,0.98,27.43,21.14,77.00,25.00,17.86,71.00,17.57,12.29,70.00,0.21,0.00,14.00,0.00,7.00,1.36,43.07,9.07,1.93,3.64,0.29,0.07,1.00,0.00,0.14,0.00,0.14,0.14,5.33
Salah (M) LIV,12.90,20.00,82.60,0.46,0.48,0.90,19.00,3.35,1.55,2.45,0.90,0.75,0.30,0.39,0.58,0.75,0.70,0.05,0.05,20.00,15.50,78.00,0.60,0.10,17.00,0.00,0.00,1.65,0.35,0.30,0.20,0.00,0.00,0.00,0.25,49.95,24.19,34.79,3.80,6.60,6.80,22.10,0.80,7.30,1.15,0.65,0.35,54.00,2.40,0.30,0.00,0.00,0.30,7.80,5.00,3.40,0.45,1.20,1.95,1.26,36.30,30.70,85.00,30.10,24.40,81.00,20.00,15.50,78.00,0.45,0.20,18.00,2.00,4.00,1.30,52.60,8.55,2.60,3.45,0.25,0.05,0.00,0.00,0.05,0.00,0.25,0.25,5.33
Salah (M) LIV,12.90,21.00,82.95,0.46,0.48,0.90,19.00,3.38,1.48,2.48,0.90,0.81,0.29,0.41,0.59,0.71,0.67,0.05,0.05,20.14,15.67,78.00,0.71,0.19,27.00,0.00,0.00,1.57,0.33,0.29,0.19,0.00,0.00,0.00,0.24,49.38,23.78,33.13,3.80,6.60,6.48,21.05,0.76,7.05,1.14,0.62,0.33,53.00,2.33,0.29,0.00,0.00,0.29,8.05,5.33,3.43,0.52,1.38,1.90,1.26,36.29,30.71,85.00,30.33,24.67,81.00,20.14,15.67,78.00,0.43,0.19,19.00,2.00,4.00,1.24,52.86,8.38,2.62,3.52,0.24,0.05,0.00,0.00,0.05,0.00,0.24,0.24,5.33
Salah (M) LIV,12.90,16.00,84.31,0.48,0.50,1.00,17.00,3.38,1.62,2.50,0.88,0.88,0.25,0.41,0.65,0.81,0.75,0.06,0.06,19.81,15.12,76.00,0.56,0.12,21.00,0.00,0.00,1.69,0.38,0.31,0.25,0.00,0.00,0.00,0.25,50.12,24.62,37.68,4.20,7.00,6.56,23.44,0.81,7.81,1.25,0.69,0.38,55.00,2.44,0.25,0.00,0.00,0.25,8.19,5.19,3.50,0.44,1.31,2.19,1.35,35.94,30.19,84.00,29.75,23.88,80.00,19.81,15.12,76.00,0.50,0.19,15.00,1.00,4.00,1.44,52.94,8.56,2.75,3.56,0.25,0.06,0.00,0.00,0.06,0.00,0.31,0.31,5.25
Salah (M) LIV,12.90,12.00,86.08,0.51,0.43,1.00,10.00,4.00,1.67,2.75,1.25,0.92,0.17,0.60,0.60,0.50,0.50,0.00,0.00,17.00,12.00,71.00,2.42,0.67,28.00,1.50,0.33,2.00,0.42,0.36,0.33,0.00,0.00,0.00,0.58,62.25,27.97,30.12,4.10,7.00,6.00,18.00,0.17,6.25,0.42,0.58,0.25,43.00,3.67,0.17,0.00,0.25,0.42,8.33,5.17,2.50,0.17,0.92,1.00,0.84,27.25,20.67,76.00,26.08,18.25,70.00,17.00,12.00,71.00,0.33,0.17,12.00,0.00,4.00,2.33,46.58,8.17,1.75,5.08,0.58,0.08,1.33,0.00,0.08,0.00,0.00,0.00,5.00
